ensembl_gene_id,min,lowerq,sd,mean,median,upperq,max,total,n_zero
ENSMUSG00000000290,0,0,2.531931533045316,2.253478231214935,1.57708012030457,2.98232756738036,11.0074838885887,349.28912583831476,41
ENSMUSG00000000303,0,0,0.9719149100820126,0.6616874757208066,0,1.362086763621015,7.02300978886665,102.56155873672503,90
ENSMUSG00000000555,0,2.079028396138405,2.5925300546089485,3.732264561422374,2.88673806775926,4.703617052185381,9.58226559166176,578.5010070204679,11
ENSMUSG00000000791,0,0,1.8621975823876689,0.7547759165128367,0,0.3728772444782215,9.97033732124465,116.99026705948967,115
ENSMUSG00000001143,0,1.0273261782420309,2.6997393168461885,2.997653068520521,2.3855475693689,4.116123922674895,9.54686790509042,464.6362256206808,26
ENSMUSG00000001281,0,0,3.22373711649085,2.3698202076137083,1.26811936196807,2.847000487251615,11.4031513483092,367.3221321801247,60
ENSMUSG00000001507,0,0,1.3219043535618666,0.34852437277169224,0,0,8.43418883007255,54.02127777961229,135
ENSMUSG00000001946,0,1.67997622927586,3.6780862026405527,4.837575694876782,3.61108303855227,8.639158947588635,11.4530031914868,749.8242327059007,22
ENSMUSG00000001986,0,0,2.362598008974993,1.6332576551803726,1.0707117317687,1.918715359375065,9.58728924249031,253.15493655295768,64
ENSMUSG00000002033,0,0,1.133651276174838,0.5090661564414181,0,0.7742782610141445,8.42414529546899,78.90525424841981,109
ENSMUSG00000002103,0,0,2.629247726276036,2.02929839813485,1.26871732316025,2.471191157828795,9.68820311747026,314.5412517109016,61
ENSMUSG00000002602,0,0,2.399088560960832,1.1574731852068394,0,1.324262665902375,9.43079350060317,179.40834370706014,107
ENSMUSG00000002808,0,0,2.5010688684080744,1.8017775571457548,1.0556029660764,2.52939654343955,10.2721199210478,279.27552135759197,66
ENSMUSG00000002897,0,1.952952171175,3.0212292330243935,4.455635339781722,3.56729041765978,7.0990644362999,10.8630616728078,690.6234776661668,11
ENSMUSG00000003379,0,0,2.730938083648831,1.6490156277252295,0.627404873023133,1.998695224891875,13.0694465848899,255.5974222974107,75
ENSMUSG00000003420,0,0,3.5724916234614397,3.3304858539825606,1.61695257608434,7.618903474984675,9.70156112542549,516.2253073672969,52
ENSMUSG00000003882,0,0,2.5321561607362013,1.1940288693836614,0,1.33020063987391,12.0398372092702,185.07447475446767,98
ENSMUSG00000004105,0,0,1.6743258242254593,0.5078923772254809,0,0,9.38945045813742,78.72331846994956,128
ENSMUSG00000004207,1.0556029660764,6.945026062531355,2.1711545394750495,7.947474757063055,8.53840768231515,9.435128374624195,13.0127612453293,1231.8585873447735,0
ENSMUSG00000004317,0,0,1.9874098759310903,1.207500453094897,0,1.668486996821715,9.56276118089003,187.1625702297091,81
